day_avg_dwell,day_of_week,lat,long,off,on,route,stop_name,total,trip_avg_dwell,unique_stop_number
0.3,WEEKDAY,40.02978,-82.964107,1,0,101,CLEVELAND AVE & E NORTH,1,0.1,1122
0.8,WEEKDAY,39.966534,-83.147151,1,1,21,HILLIARD ROME RD & SUMME,2,0.1,7728
1.3,WEEKDAY,39.966503,-83.147088,2,2,21,HILLIARD ROME RD & SUMME,4,0.1,7729
6.3,WEEKDAY,39.96235,-83.146573,2,1,21,HILLIARD ROME RD & MANOR,2,0.4,7730
5.6,WEEKDAY,39.962388,-83.146538,5,0,21,HILLIARD ROME RD & MANOR,6,0.4,7731
4.8,WEEKDAY,40.052435,-83.042068,4,7,33,W HENDERSON RD & KNIGHTS,11,0.1,7733
0.5,WEEKDAY,39.958923,-83.145911,1,1,21,HILLIARD ROME RD & GLENC,1,0.0,7734
7.9,WEEKDAY,40.052604,-83.042088,8,5,33,W HENDERSON RD & KNIGHTS,13,0.2,7735
1.0,WEEKDAY,39.955253,-83.145644,0,2,21,HILLIARD ROME RD & BEACO,3,0.1,7736
0.4,WEEKDAY,39.955168,-83.145707,2,0,21,HILLIARD ROME RD & BEACO,2,0.0,7737
6.2,WEEKDAY,40.053176,-83.050394,8,9,33,W HENDERSON RD & KENNY R,17,0.2,7738
14.4,WEEKDAY,40.052993,-83.050005,12,7,33,W HENDERSON RD & KENNY R,19,0.4,7740
9.1,WEEKDAY,39.950311,-83.146926,25,5,21,WESTWOODS BLVD & WESTWOO,30,0.6,7742
0.1,WEEKDAY,40.09933,-83.117077,0,0,73,80 W BRIDGE ST,0,0.0,7711
0.1,WEEKDAY,40.099203,-83.11727,0,0,33,181 W BRIDGE ST,0,0.0,7712
0.5,WEEKDAY,40.099206,-83.117334,0,0,73,181 W BRIDGE ST,0,0.2,7712
1.9,WEEKDAY,39.991785,-83.152101,2,2,21,HILLIARD ROME RD & TANGL,3,0.1,7713
0.5,WEEKDAY,39.991858,-83.152381,0,0,71,HILLIARD ROME RD & TANGL,0,0.1,7713
0.7,WEEKDAY,40.099132,-83.120294,0,1,33,W BRIDGE ST & CORBIN MIL,1,0.0,7714
0.2,WEEKDAY,40.099148,-83.120363,0,0,73,W BRIDGE ST & CORBIN MIL,0,0.1,7714
2.6,WEEKDAY,39.991301,-83.151831,3,2,21,HILLIARD ROME RD & TANGL,5,0.2,7715
1.8,WEEKDAY,39.987583,-83.151189,3,1,21,1770 HILLIARD ROME RD,4,0.1,7716
0.8,WEEKDAY,40.099248,-83.120849,3,0,33,W BRIDGE ST & SHAWAN FAL,3,0.0,7717
2.0,WEEKDAY,39.857082,-82.885989,0,0,24,COLLEGE ST & GROVE ST,0,0.3,7766
1.9,WEEKDAY,39.856923,-82.885956,0,0,24,COLLEGE ST & GROVE ST,0,0.3,7767
0.0,WEEKDAY,39.8521,-82.886485,0,0,24,COLLEGE ST & MAIN ST,0,0.0,7769
1.9,WEEKDAY,40.058975,-82.936509,1,2,35,MORSE RD & WESTERVILLE R,3,0.1,7770
1.1,WEEKDAY,40.062084,-82.934977,2,1,35,WESTERVILLE RD & WALLING,3,0.1,7772
0.0,WEEKDAY,40.099256,-83.120837,0,0,73,W BRIDGE ST & SHAWAN FAL,0,0.0,7717
3.3,WEEKDAY,39.988306,-83.151502,1,2,21,1785 HILLIARD ROME RD,3,0.2,7718
3.4,WEEKDAY,40.086606,-82.964205,1,7,35,STATE RTE 161 AND BEECHC,8,0.2,7719
0.2,WEEKDAY,40.086616,-82.964191,0,0,43,STATE RTE 161 AND BEECHC,0,0.1,7719
3.3,WEEKDAY,39.985126,-83.150785,4,2,21,HILLIARD ROME RD & WESTC,6,0.2,7720
3.8,WEEKDAY,39.985041,-83.150934,3,6,21,HILLIARD ROME RD & WESTC,9,0.3,7721
12.5,WEEKDAY,39.981573,-83.1509,3,13,21,HILLIARD ROME RD & RENNE,16,0.8,7722
2.3,WEEKDAY,40.086397,-82.959976,3,3,35,STATE RTE 161 AND MAPLE,6,0.1,7723
0.1,WEEKDAY,40.086404,-82.96007,0,0,43,STATE RTE 161 AND MAPLE,0,0.0,7723
5.2,WEEKDAY,39.981705,-83.150633,19,2,21,HILLIARD ROME RD & RENNE,21,0.3,7724
2.6,WEEKDAY,40.087061,-82.97494,1,4,35,STATE RTE 161 & KARL RD,6,0.1,7762
0.4,WEEKDAY,40.087067,-82.974919,1,0,43,STATE RTE 161 & KARL RD,1,0.1,7762
1.5,WEEKDAY,39.940835,-83.126611,1,3,21,SULLIVANT AVE & S MURRAY,4,0.1,7763
3.3,WEEKDAY,40.057303,-83.074985,9,1,33,W HENDERSON RD & DIERKER,10,0.1,7764
2.8,WEEKDAY,40.057241,-83.075091,1,4,33,W HENDERSON RD & DIERKER,5,0.1,7765
0.2,WEEKDAY,40.069272,-82.92996,1,0,35,WESTERVILLE RD & FRENCHP,1,0.0,7774
0.2,WEEKDAY,40.065321,-82.932695,0,0,35,WESTERVILLE RD & VALLEY,1,0.0,7777
2.9,WEEKDAY,40.013333,-82.962451,4,3,11,E HUDSON ST & JOYCE AVE,7,0.2,7781
6.1,WEEKDAY,40.013484,-82.962264,6,10,31,E HUDSON ST & JOYCE AVE,16,0.2,7781
0.3,WEEKDAY,39.946882,-83.146903,0,0,21,WESTWOODS BLVD & MID DAY,0,0.0,7748
0.1,WEEKDAY,39.946891,-83.147005,0,0,21,WESTWOODS BLVD & MID DAY,0,0.0,7749
1.3,WEEKDAY,40.053545,-83.062685,4,0,33,W HENDERSON RD & LARWELL,4,0.0,7750
0.6,WEEKDAY,39.944682,-83.147039,2,0,21,SULLIVANT AVE & WESTWOOD,2,0.0,7752
1.4,WEEKDAY,40.053331,-83.061934,0,3,33,W HENDERSON RD & LARWELL,4,0.0,7753
13.3,WEEKDAY,39.95032,-83.146837,6,21,21,WESTWOODS BLVD & WESTWOO,27,0.9,7743
0.9,WEEKDAY,40.053366,-83.057585,1,1,33,W HENDERSON RD & WINTERS,2,0.0,7744
0.2,WEEKDAY,39.948509,-83.146952,0,0,21,WESTWOODS BLVD & RUSTLIN,0,0.0,7745
0.1,WEEKDAY,39.948523,-83.147022,0,0,21,WESTWOODS BLVD & RUSTLIN,0,0.0,7746
0.7,WEEKDAY,40.053204,-83.057561,1,1,33,W HENDERSON RD & WINTERS,2,0.0,7747
1.4,WEEKDAY,39.943669,-83.142125,1,3,21,SULLIVANT AVE & NORTON R,4,0.1,7754
6.3,WEEKDAY,40.053888,-83.066685,3,11,33,W HENDERSON RD & REED RD,14,0.2,7755
1.9,WEEKDAY,39.943479,-83.141459,3,1,21,SULLIVANT AVE & NORTON R,4,0.1,7756
8.7,WEEKDAY,40.054058,-83.06671,13,2,33,W HENDERSON RD & REED RD,15,0.2,7758
2.7,WEEKDAY,40.085937,-82.956269,3,4,35,STATE RTE 161 AND PARKVI,7,0.1,7759
0.9,WEEKDAY,39.93163,-83.080595,1,1,9,BRIGGS RD & BINNS BLVD,2,0.0,7782
4.3,WEEKDAY,40.013331,-82.962398,3,6,11,E HUDSON ST & JOYCE AVE,8,0.2,7783
9.5,WEEKDAY,40.013428,-82.962215,12,9,31,E HUDSON ST & JOYCE AVE,21,0.3,7783
5.2,WEEKDAY,40.013714,-82.967898,8,7,11,E HUDSON ST & CLEVELAND,15,0.3,7784
16.9,WEEKDAY,40.013727,-82.967886,32,41,31,E HUDSON ST & CLEVELAND,73,0.5,7784
2.4,WEEKDAY,40.014065,-82.976616,2,3,11,E HUDSON ST & ONTARIO ST,6,0.1,7791
6.5,WEEKDAY,40.014049,-82.976552,9,8,31,E HUDSON ST & ONTARIO ST,17,0.2,7791
9.2,WEEKDAY,39.92933,-83.090277,3,17,9,DEMOREST RD SHOPPING CEN,20,0.4,7792
15.9,WEEKDAY,40.014272,-82.981723,23,19,31,E HUDSON ST & MCGUFFEY R,42,0.4,7793
0.3,WEEKDAY,40.073363,-82.928775,0,0,35,WESTERVILLE RD & JONATHA,1,0.0,7794
0.1,WEEKDAY,40.085951,-82.956276,0,0,43,STATE RTE 161 AND PARKVI,0,0.0,7759
9.6,WEEKDAY,40.087086,-82.975637,22,4,8,STATE RTE 161 & KARL RD,26,0.1,7760
3.8,WEEKDAY,40.08727,-82.975728,9,1,35,STATE RTE 161 & KARL RD,10,0.2,7760
0.2,WEEKDAY,40.087256,-82.975684,1,0,43,STATE RTE 161 & KARL RD,1,0.1,7760
6.6,WEEKDAY,40.056187,-83.07246,9,4,33,W HENDERSON RD & GETTYSB,12,0.2,7761
1.0,WEEKDAY,40.077688,-82.928503,2,1,35,WESTERVILLE RD & JOHNNY,3,0.0,7796
16.5,WEEKDAY,40.087305,-82.980779,3,26,8,STATE RTE 161 & SATINWOO,30,0.3,7805
2.6,WEEKDAY,40.087309,-82.980802,1,6,35,STATE RTE 161 & SATINWOO,6,0.1,7805
0.2,WEEKDAY,40.087323,-82.98089,0,0,43,STATE RTE 161 & SATINWOO,0,0.1,7805
0.3,WEEKDAY,39.931145,-83.106925,1,0,9,CLIME RD & SAVANNAH DR,1,0.0,7806
0.2,WEEKDAY,39.931065,-83.10693,0,0,9,CLIME RD & SAVANNAH DR,0,0.0,7807
0.8,WEEKDAY,40.013882,-82.9723,1,1,11,E HUDSON ST & DRESDEN ST,2,0.0,7788
4.9,WEEKDAY,40.013864,-82.972217,9,4,31,E HUDSON ST & DRESDEN ST,13,0.1,7788
0.7,WEEKDAY,39.932579,-83.084922,0,2,9,BRIGGS RD & S BRINKER AV,2,0.0,7789
1.9,WEEKDAY,40.014125,-82.977394,2,2,11,E HUDSON ST & ONTARIO ST,4,0.1,7790
8.3,WEEKDAY,40.014133,-82.97738,6,12,31,E HUDSON ST & ONTARIO ST,18,0.2,7790
8.8,WEEKDAY,40.013675,-82.9677,8,9,11,E HUDSON ST & CLEVELAND,17,0.5,7785
26.7,WEEKDAY,40.013661,-82.967718,49,26,31,E HUDSON ST & CLEVELAND,75,0.7,7785
1.2,WEEKDAY,40.013924,-82.972657,2,2,11,E HUDSON ST & DRESDEN ST,4,0.1,7786
6.7,WEEKDAY,40.013937,-82.972705,5,11,31,E HUDSON ST & DRESDEN ST,16,0.2,7786
0.6,WEEKDAY,39.932798,-83.085697,2,0,9,BRIGGS RD & S BRINKER AV,2,0.0,7787
7.0,WEEKDAY,40.013497,-82.934413,5,8,31,SUNBURY RD & SUNBURY RID,13,0.2,7822
8.2,WEEKDAY,40.011716,-82.953293,4,16,31,MOCK RD & WOODLAND AVE,20,0.2,7823
1.2,WEEKDAY,39.918389,-83.13499,1,2,9,GEORGESVILLE SERVICE RD,3,0.0,7824
1.4,WEEKDAY,39.916847,-83.138873,2,0,9,GEORGESVILLE SERVICE RD,2,0.0,7825
1.5,WEEKDAY,39.940901,-83.126747,3,2,21,SULLIVANT AVE & S MURRAY,4,0.1,7826
2.8,WEEKDAY,39.928389,-83.094685,5,2,9,CLIME RD & MCCARLEY DR,7,0.1,7797
1.7,WEEKDAY,40.077117,-82.928547,1,2,35,WESTERVILLE RD & MINERVA,3,0.1,7798
3.2,WEEKDAY,39.928333,-83.094862,2,4,9,CLIME RD & MCCARLEY DR,6,0.1,7799
1.7,WEEKDAY,39.928935,-83.097559,5,1,9,CLIME RD & WEDGEWOOD DR,5,0.1,7800
2.2,WEEKDAY,39.928826,-83.097502,1,5,9,CLIME RD & WEDGEWOOD DR,6,0.1,7801
11.4,WEEKDAY,40.087505,-82.981348,25,1,8,STATE RTE 161 & AMBLESID,26,0.2,7802
2.2,WEEKDAY,40.087509,-82.981416,7,0,35,STATE RTE 161 & AMBLESID,8,0.1,7802
0.1,WEEKDAY,40.087465,-82.981351,0,0,43,STATE RTE 161 & AMBLESID,0,0.0,7802
1.0,WEEKDAY,39.930251,-83.10296,2,0,9,CLIME RD & HOLLY HILL DR,3,0.0,7803
2.2,WEEKDAY,39.930174,-83.102976,1,4,9,CLIME RD & HOLLY HILL DR,5,0.1,7804
7.5,WEEKDAY,40.027134,-82.933477,3,9,31,SUNBURY RD & AGLER RD,12,0.2,7817
1.2,WEEKDAY,39.932475,-83.115128,1,2,9,CLIME RD & GEORGESVILLE,3,0.0,7818
5.5,WEEKDAY,40.013531,-82.934358,7,4,31,SUNBURY RD & SUNBURY RID,11,0.2,7819
2.0,WEEKDAY,40.083371,-82.945643,1,1,35,FOREST HILLS BLVD & NORT,2,0.1,7820
1.7,WEEKDAY,39.918218,-83.13557,3,1,9,GEORGESVILLE SERVICE RD,4,0.1,7821
2.4,WEEKDAY,39.9173,-83.137834,0,3,9,GEORGESVILLE SERVICE RD,3,0.1,7827
2.3,WEEKDAY,40.087026,-82.969987,5,2,35,STATE RTE 161 AND SHARON,7,0.1,7828
0.1,WEEKDAY,40.087012,-82.969973,0,0,43,STATE RTE 161 AND SHARON,0,0.0,7828
3.2,WEEKDAY,39.939313,-83.117814,4,3,21,SULLIVANT AVE & INDUSTRI,6,0.2,7829
0.7,WEEKDAY,39.931917,-83.110622,1,1,9,CLIME RD & BIG RUN PARK,2,0.0,7808
0.4,WEEKDAY,40.042537,-82.929692,0,0,9,SUNBURY RD & PATRIOT BLV,1,0.0,7809
1.1,WEEKDAY,40.042558,-82.929689,2,1,31,SUNBURY RD & PATRIOT BLV,4,0.0,7809
0.4,WEEKDAY,40.042551,-82.929734,1,0,9,SUNBURY RD & PATRIOT BLV,1,0.0,7810
0.7,WEEKDAY,40.04253,-82.929738,0,1,31,SUNBURY RD & PATRIOT BLV,2,0.0,7810
1.6,WEEKDAY,39.919226,-83.144048,1,2,9,NORTON RD & CHANWICK DR,3,0.1,7835
1.8,WEEKDAY,39.919338,-83.143995,3,2,9,NORTON RD & BRODIE DR,5,0.1,7836
2.5,WEEKDAY,39.921724,-83.144085,4,5,9,NORTON RD & KENDRICK DR,9,0.1,7837
1.9,WEEKDAY,39.922021,-83.144027,3,2,9,NORTON RD & KENDRICK DR,5,0.1,7838
15.7,WEEKDAY,39.878368,-83.057706,43,3,3,2071 STRINGTOWN RD,46,0.4,4726
0.0,WEEKDAY,40.039275,-83.017848,0,0,131,N HIGH ST & FALLIS RD,0,0.0,1210
10.7,WEEKDAY,40.04103,-83.018328,26,6,2,N HIGH ST & ACTON RD,32,0.1,1211
5.7,WEEKDAY,40.041073,-83.018342,15,5,102,N HIGH ST & ACTON RD,20,0.2,1211
0.3,WEEKDAY,40.041037,-83.01833,1,0,131,N HIGH ST & ACTON RD,1,0.0,1211
0.3,WEEKDAY,40.026535,-83.014459,1,0,131,N HIGH ST & E PACEMONT R,1,0.0,1203
10.1,WEEKDAY,40.028467,-83.014971,29,5,2,N HIGH ST & E COMO AVE,34,0.1,1204
0.5,WEEKDAY,40.028461,-83.014965,1,0,131,N HIGH ST & E COMO AVE,1,0.0,1204
23.7,WEEKDAY,40.031908,-83.015869,58,23,2,N HIGH ST & E NORTH BROA,81,0.3,1206
13.8,WEEKDAY,40.031962,-83.015881,29,18,102,N HIGH ST & E NORTH BROA,47,0.4,1206
27.4,WEEKDAY,39.99623,-83.007283,37,67,102,N HIGH ST & CHITTENDEN A,104,0.8,1188
4.7,WEEKDAY,39.996153,-83.00724,7,10,131,N HIGH ST & CHITTENDEN A,17,0.3,1188
33.7,WEEKDAY,39.997715,-83.007599,47,86,1,N HIGH ST & E 13TH AVE,133,0.4,1189
9.1,WEEKDAY,39.985248,-82.790555,18,1,10,E BROAD ST & WAGGONER RD,18,0.2,6820
14.2,WEEKDAY,40.054822,-82.97644,4,22,8,KARL RD & SHANLEY DR,26,0.2,3716
13.8,WEEKDAY,40.042082,-83.018726,7,23,2,N HIGH ST & CHATHAM RD,30,0.2,1277
6.4,WEEKDAY,40.042058,-83.018716,7,9,102,N HIGH ST & CHATHAM RD,16,0.2,1277
0.0,WEEKDAY,40.084119,-82.951412,0,0,43,CLEVELAND AVE & STATE RO,0,0.0,3125
2.6,WEEKDAY,39.916011,-82.88748,2,3,5,REFUGEE RD & EASTLAND MA,5,0.1,4727
8.4,WEEKDAY,39.985822,-82.786867,1,16,10,E BROAD ST & MEIJER DR,17,0.2,6822
11.4,WEEKDAY,39.985301,-82.791768,1,17,10,E BROAD ST & WAGGONER RD,17,0.3,6823
1.3,WEEKDAY,40.061652,-83.000722,2,1,11,MORSE RD & INDIANOLA AVE,3,0.1,6804
10.8,WEEKDAY,40.06165,-83.000659,12,14,34,MORSE RD & INDIANOLA AVE,25,0.2,6804
6.1,WEEKDAY,39.940296,-83.056268,14,4,9,MOUND ST & CLARENDON AVE,18,0.2,6805
0.1,WEEKDAY,40.081886,-82.936211,0,0,35,STATE RTE 161 SVC RD & P,0,0.0,6816
0.4,WEEKDAY,40.081719,-82.93694,0,0,35,STATE RTE 161 SVC RD & P,0,0.0,6817
2.9,WEEKDAY,40.023628,-82.910999,5,5,23,STELZER RD & LIFESTYLE B,10,0.0,6731
1.1,WEEKDAY,40.020412,-82.913724,2,0,7,AGLER RD & ASHPOINT ST,2,0.0,6734
2.0,WEEKDAY,40.020504,-82.91452,1,3,7,AGLER RD & ASHPOINT ST,3,0.1,6735
2.2,WEEKDAY,39.942103,-83.133648,3,3,21,SULLIVANT AVE & EVERGREE,6,0.1,6754
1.5,WEEKDAY,39.941931,-83.13284,2,2,21,SULLIVANT AVE & EVERGREE,4,0.1,6755
13.5,WEEKDAY,39.923851,-82.883327,3,19,23,MACSWAY AVE & KIMBERLY P,22,0.2,6833
8.8,WEEKDAY,39.890779,-83.085453,10,4,3,SOUTHWEST BLVD & BROADWA,14,0.2,4989
24.3,WEEKDAY,39.938557,-82.828985,4,24,1,EASTGREEN BLVD & OFFICEV,27,0.3,5142
2.4,WEEKDAY,39.938422,-82.829013,0,2,51,EASTGREEN BLVD & OFFICEV,2,0.2,5142
8.7,WEEKDAY,39.942582,-82.829787,23,12,25,BRICE RD & LIVINGSTON AV,34,0.6,5159
2.6,WEEKDAY,39.944732,-82.82959,3,4,25,BRICE RD & CENTURY CITY,7,0.2,5160
0.0,WEEKDAY,39.983575,-83.058058,0,0,13,1320 CAMBRIDGE BLVD,0,0.0,2136
0.1,WEEKDAY,40.066595,-82.952386,0,0,101,CLEVELAND AVE & NORTHWOL,0,0.0,3088
0.7,WEEKDAY,40.076199,-82.951661,2,0,6,CLEVELAND AVE & WOODLEY,2,0.0,3091
0.2,WEEKDAY,40.07621,-82.951669,0,0,101,CLEVELAND AVE & WOODLEY,0,0.0,3091
4.8,WEEKDAY,39.921633,-83.060857,2,8,3,HARRISBURG PIKE & FRANK,10,0.1,3003
7.8,WEEKDAY,39.926497,-83.056855,3,10,3,HARRISBURG PIKE & OCTOBE,13,0.2,3005
7.9,WEEKDAY,39.93231,-83.047944,3,19,3,HARRISBURG PIKE & HOPKIN,22,0.2,3006
1.8,WEEKDAY,39.933407,-83.046563,0,3,3,HARRISBURG PIKE & BELMEA,3,0.1,3007
0.7,WEEKDAY,39.93488,-83.044753,0,2,3,HARRISBURG PIKE & LAUREL,2,0.0,3008
22.7,WEEKDAY,40.043971,-82.959081,19,50,101,CLEVELAND AVE & E COOKE,69,0.3,3137
11.4,WEEKDAY,40.040828,-82.961126,10,14,6,CLEVELAND AVE & NORTHERN,24,0.3,3139
30.8,WEEKDAY,40.040807,-82.961126,34,67,101,CLEVELAND AVE & NORTHERN,101,0.4,3139
3.6,WEEKDAY,39.954692,-82.851838,5,1,2,E MAIN ST & NOE BIXBY RD,6,0.1,3140
85.6,WEEKDAY,39.966232,-83.002525,51,70,3,W SPRING ST & N FRONT ST,121,2.1,3142
16.0,WEEKDAY,39.900228,-83.078643,2,30,3,3136 BROADWAY,32,0.5,2998
2.0,WEEKDAY,39.908864,-83.071425,0,3,3,HARRISBURG PIKE & HYDE R,4,0.1,2999
2.2,WEEKDAY,39.914315,-83.06648,1,3,3,HARRISBURG PIKE & RED RO,4,0.1,3000
0.9,WEEKDAY,39.916382,-83.06495,0,1,3,HARRISBURG PIKE & BIG RU,1,0.0,3001
2.4,WEEKDAY,39.919333,-83.062724,1,3,3,1896 HARRISBURG PIKE,3,0.1,3002
0.1,WEEKDAY,40.075932,-82.951828,0,0,101,CLEVELAND AVE & WOODLEY,0,0.0,3128
1.1,WEEKDAY,40.066356,-82.952562,0,1,6,CLEVELAND AVE & TAYMOUTH,2,0.0,3131
0.1,WEEKDAY,40.066354,-82.952547,0,0,101,CLEVELAND AVE & TAYMOUTH,0,0.0,3131
18.5,WEEKDAY,40.058783,-82.953163,10,35,6,CLEVELAND AVE & MORSE RD,45,0.6,3133
61.0,WEEKDAY,40.058778,-82.953157,68,167,101,CLEVELAND AVE & MORSE RD,235,0.7,3133
70.2,WEEKDAY,39.966216,-83.002537,43,43,4,W SPRING ST & N FRONT ST,85,1.4,3142
87.0,WEEKDAY,39.966224,-83.002502,71,59,5,W SPRING ST & N FRONT ST,130,1.3,3142
62.5,WEEKDAY,39.966231,-83.002541,35,28,6,W SPRING ST & N FRONT ST,63,2.0,3142
52.6,WEEKDAY,39.966219,-83.002531,90,7,7,W SPRING ST & N FRONT ST,97,0.8,3142
203.1,WEEKDAY,39.96623,-83.002543,82,131,8,W SPRING ST & N FRONT ST,213,2.9,3142
4.5,WEEKDAY,40.054788,-82.95347,3,5,6,CLEVELAND AVE & BELCHER,7,0.1,3134
0.3,WEEKDAY,40.054735,-82.953462,0,0,101,CLEVELAND AVE & BELCHER,1,0.0,3134
2.8,WEEKDAY,40.049307,-82.954295,2,3,6,CLEVELAND AVE & FERRIS R,5,0.1,3135
0.2,WEEKDAY,40.049322,-82.954314,0,0,101,CLEVELAND AVE & FERRIS R,0,0.0,3135
8.1,WEEKDAY,40.04398,-82.959079,3,13,6,CLEVELAND AVE & E COOKE,16,0.2,3137
15.6,WEEKDAY,39.966228,-83.00244,1,96,72,W SPRING ST & N FRONT ST,97,1.4,3142
15.7,WEEKDAY,39.966209,-83.002519,1,80,73,W SPRING ST & N FRONT ST,82,1.4,3142
2.5,WEEKDAY,39.96622,-83.002547,0,8,74,W SPRING ST & N FRONT ST,8,1.2,3142
1.9,WEEKDAY,39.954806,-82.852026,1,4,2,E MAIN ST & NOE BIXBY RD,5,0.1,3143
7.7,WEEKDAY,39.930125,-83.05128,23,8,3,HARRISBURG PIKE & ZETTLE,31,0.2,3146
7.4,WEEKDAY,39.989678,-82.930602,12,4,7,N CASSADY AVE & E 10TH A,16,0.2,3147
4.9,WEEKDAY,39.992377,-82.930329,10,4,7,N CASSADY AVE & E 13TH A,14,0.1,3148
0.7,WEEKDAY,40.013939,-82.929135,1,1,7,N CASSADY AVE & BAYLOR A,2,0.0,3153
6.0,WEEKDAY,40.016843,-82.92895,12,4,7,N CASSADY AVE & CASSADY,16,0.2,3155
2.4,WEEKDAY,40.020966,-82.926702,5,2,7,AGLER RD & PENDLETON PL,8,0.1,3156
69.5,WEEKDAY,39.96623,-83.002519,31,52,9,W SPRING ST & N FRONT ST,83,2.4,3142
31.7,WEEKDAY,39.966181,-83.002553,15,25,10,W SPRING ST & N FRONT ST,40,3.2,3142
37.3,WEEKDAY,39.966161,-83.002537,16,10,11,W SPRING ST & N FRONT ST,26,1.7,3142
4.6,WEEKDAY,39.966219,-83.002521,0,11,13,W SPRING ST & N FRONT ST,11,1.5,3142
8.5,WEEKDAY,39.966214,-83.00252,0,34,71,W SPRING ST & N FRONT ST,35,0.9,3142
10.5,WEEKDAY,39.943177,-82.844293,2,23,1,E LIVINGSTON AVE & BAIRS,26,0.1,3217
30.4,WEEKDAY,39.943271,-82.849856,8,63,1,E LIVINGSTON AVE & LONSD,71,0.4,3218
16.6,WEEKDAY,39.943502,-82.853904,4,25,1,E LIVINGSTON AVE & NOE B,29,0.2,3219
1.2,WEEKDAY,39.985803,-82.899906,0,2,7,3925 E 5TH AVE,2,0.0,3220
12.3,WEEKDAY,39.91531,-82.864227,1,27,5,REFUGEE RD & NOE BIXBY R,28,0.4,3228
1.7,WEEKDAY,40.020299,-82.928675,0,2,7,N CASSADY AVE & AGLER RD,2,0.1,3172
0.3,WEEKDAY,40.013377,-82.929214,0,1,7,N CASSADY AVE & BAYLOR A,1,0.0,3174
0.6,WEEKDAY,40.027903,-83.046616,0,0,32,KENNY RD & LONDON DR,1,0.0,3175
6.8,WEEKDAY,39.985238,-82.960586,6,2,9,E 5TH AVE & TAYLOR AVE,8,0.3,3176
2.0,WEEKDAY,39.984691,-82.91988,5,2,7,E 5TH AVE & STERLING AVE,8,0.1,3177
2.6,WEEKDAY,40.078859,-82.951488,6,0,6,CLEVELAND AVE & WILDWOOD,6,0.1,3092
0.6,WEEKDAY,40.078854,-82.95149,2,0,101,CLEVELAND AVE & WILDWOOD,2,0.1,3092
3.2,WEEKDAY,40.084148,-82.944839,3,3,35,STATE ROUTE 161 & FOREST,6,0.2,3094
0.7,WEEKDAY,40.1101,-82.92589,1,1,43,S STATE ST & E SCHROCK R,1,0.2,3099
0.4,WEEKDAY,40.113947,-82.927092,0,0,43,S STATE ST & CHERRINGTON,1,0.1,3101
0.0,WEEKDAY,40.121983,-82.930132,0,0,43,S STATE ST & E WALNUT ST,0,0.0,3103
7.5,WEEKDAY,39.990575,-83.013676,9,12,8,NEIL AVE & KING AVE,21,0.1,3105
4.2,WEEKDAY,39.967929,-82.991298,3,1,9,E NAGHTEN ST & CLEVELAND,5,0.2,3106
0.1,WEEKDAY,40.121315,-82.929966,0,0,43,S STATE ST & W WALNUT ST,0,0.0,3114
0.0,WEEKDAY,40.117961,-82.928734,0,0,43,S STATE ST & HIAWATHA AV,0,0.0,3115
8.0,WEEKDAY,39.985326,-82.959922,1,6,9,E 5TH AVE & TAYLOR AVE,8,0.3,3262
0.7,WEEKDAY,39.854508,-82.896663,0,1,24,MAIN ST & TALLMAN ST,1,0.1,3283
0.0,WEEKDAY,39.853542,-82.894078,0,0,24,MAIN ST & MADISON ST,0,0.0,3284
0.0,WEEKDAY,39.852402,-82.889511,0,0,24,MAIN ST & WEST ST,0,0.0,3285
0.2,WEEKDAY,39.85205,-82.887113,0,0,24,MAIN ST & RAVER AL,0,0.0,3286
9.8,WEEKDAY,39.943369,-82.853235,26,4,1,E LIVINGSTON AVE & NOE B,30,0.1,3187
15.7,WEEKDAY,39.9432,-82.850282,52,6,1,E LIVINGSTON AVE & LONSD,58,0.2,3188
9.0,WEEKDAY,39.94308,-82.844067,30,3,1,E LIVINGSTON AVE & BAIRS,33,0.1,3189
3.7,WEEKDAY,39.942541,-82.837859,8,0,1,E LIVINGSTON AVE & WALNU,9,0.0,3190
4.6,WEEKDAY,39.94235,-82.8354,14,0,1,E LIVINGSTON AVE & SARAN,15,0.1,3191
6.3,WEEKDAY,39.987309,-82.889409,0,13,7,4301 E 5TH AVE,13,0.2,3205
5.4,WEEKDAY,39.955388,-82.799499,0,9,2,E MAIN ST & JACKSON ST,9,0.2,3206
4.1,WEEKDAY,39.955258,-82.806407,0,8,2,E MAIN ST & HAFT DR,9,0.1,3208
2.3,WEEKDAY,39.95511,-82.814679,1,6,2,E MAIN ST & HENTZ DR,7,0.1,3210
2.7,WEEKDAY,39.972821,-82.980746,3,4,9,SAINT CLAIR AVE & BUCKIN,6,0.1,3216
23.7,WEEKDAY,39.915218,-82.873653,5,58,5,REFUGEE RD & TENNYSON BL,63,0.7,3230
3.1,WEEKDAY,39.916543,-82.89741,2,5,5,REFUGEE RD & COURTRIGHT,6,0.1,3233
1.8,WEEKDAY,39.916916,-82.904237,2,3,5,REFUGEE RD & WEYBURN RD,5,0.1,3234
2.4,WEEKDAY,39.985308,-82.904882,1,4,7,E 5TH AVE & E 7TH AVE,5,0.1,3237
4.4,WEEKDAY,39.917044,-82.908681,9,3,5,REFUGEE RD & SCHWARTZ RD,13,0.1,3238
0.3,WEEKDAY,39.984655,-82.908538,0,0,7,E 5TH AVE & N JAMES RD,0,0.0,3178
