day_avg_dwell,day_of_week,lat,long,off,on,route,stop_name,total,trip_avg_dwell,unique_stop_number
0.7,WEEKDAY,39.981711,-83.042186,0,2,13,W 1ST AVE & AVONDALE AVE,2,0.2,7409
5.6,WEEKDAY,39.954647,-83.094545,2,9,5,N WILSON RD & W BROAD ST,11,0.3,7397
2.5,WEEKDAY,39.948548,-83.11073,6,1,6,GEORGESVILLE RD & CASINO,6,0.1,7398
0.5,WEEKDAY,39.948619,-83.11074,0,1,21,GEORGESVILLE RD & CASINO,1,0.0,7398
26.9,WEEKDAY,39.95566,-82.99216,52,14,2,E MOUND ST & S 5TH ST,66,0.4,7400
1005.2,WEEKDAY,39.955676,-82.992667,58,87,7,E MOUND ST & S 5TH ST,145,7.6,7400
2.1,WEEKDAY,40.145731,-82.959642,1,4,102,POLARIS PKWY & OLD WORTH,5,0.1,7478
3.6,WEEKDAY,40.145546,-82.958792,5,1,102,POLARIS PKWY & OLD WORTH,6,0.1,7479
1.7,WEEKDAY,40.140493,-82.991302,0,3,41,8664 SANCUS BLVD,3,0.4,7482
11.7,WEEKDAY,40.140514,-82.991219,30,5,102,8664 SANCUS BLVD,35,0.3,7482
0.6,WEEKDAY,40.140564,-82.991294,2,0,41,8685 SANCUS BLVD,2,0.2,7483
8.7,WEEKDAY,40.140529,-82.991406,4,23,102,8685 SANCUS BLVD,27,0.3,7483
0.4,WEEKDAY,40.0679,-83.112388,1,1,21,DUBLIN RD & HAYDEN RUN R,1,0.0,7708
1.1,WEEKDAY,40.056842,-82.897152,3,1,25,MORSE RD & APPIAN WAY,3,0.1,6702
1.0,WEEKDAY,40.05649,-82.890046,1,1,24,MORSE RD & N STYGLER RD,2,0.0,6703
3.1,WEEKDAY,40.056273,-82.885971,4,3,24,MORSE RD & CHERRY BOTTOM,6,0.1,6704
2.6,WEEKDAY,39.968242,-83.00188,3,1,131,N HIGH ST & W NATIONWIDE,4,0.2,4100
0.6,WEEKDAY,40.036779,-83.13107,1,1,21,BRITTON PKWY & ALL SEASO,2,0.0,7706
10.2,WEEKDAY,39.961606,-83.000364,1,24,45,S HIGH ST & E BROAD ST,25,1.0,6464
2.3,WEEKDAY,39.961605,-83.000383,0,8,46,S HIGH ST & E BROAD ST,8,1.1,6464
149.1,WEEKDAY,39.961581,-83.000426,66,424,101,S HIGH ST & E BROAD ST,490,1.8,6464
64.1,WEEKDAY,39.961557,-83.000273,17,129,102,S HIGH ST & E BROAD ST,146,1.8,6464
95.3,WEEKDAY,39.96159,-83.00041,139,125,121,S HIGH ST & E BROAD ST,264,1.0,6464
2.0,WEEKDAY,40.003465,-82.861712,1,1,25,MORRISON RD & TAYLOR RD,2,0.1,6485
0.4,WEEKDAY,40.003122,-82.86141,1,1,25,MORRISON RD & TAYLOR RD,1,0.0,6486
0.3,WEEKDAY,39.995206,-82.966019,1,0,11,JOYCE AVE & E 12TH AVE,1,0.0,6488
6.5,WEEKDAY,39.940803,-82.97076,4,15,22,S CHAMPION AVE & STEWART,20,0.2,6493
14.9,WEEKDAY,40.060157,-82.962755,28,22,34,MORSE RD & NORTHTOWNE BL,50,0.2,6495
1.0,WEEKDAY,40.057926,-82.911559,0,2,35,MORSE RD & STELZER RD,2,0.1,6540
5.8,WEEKDAY,40.048832,-82.920875,1,11,9,EASTON WAY & MORSE CROSS,12,0.2,6542
7.0,WEEKDAY,40.048831,-82.920864,1,16,31,EASTON WAY & MORSE CROSS,17,0.2,6542
9.3,WEEKDAY,40.111307,-82.942892,35,1,101,COOPER RD & SCHROCK RD,36,0.2,6559
0.2,WEEKDAY,40.110852,-82.946121,0,0,43,W SCHROCK RD & LAUFFER R,0,0.1,6562
5.3,WEEKDAY,40.013179,-82.957611,10,2,31,E HUDSON ST & FIONA LN,12,0.1,6615
5.8,WEEKDAY,39.982018,-82.819904,12,1,10,E BROAD ST & BROAD POINT,12,0.1,6624
15.5,WEEKDAY,40.049542,-82.91987,2,33,34,MORSE CROSSING & EASTON,35,0.2,6643
22.4,WEEKDAY,40.062838,-83.019564,3,69,2,N HIGH ST & MORSE RD,72,0.3,6645
12.9,WEEKDAY,40.06283,-83.019578,1,37,33,N HIGH ST & MORSE RD,38,0.4,6645
11.8,WEEKDAY,40.04862,-82.919175,25,2,34,EASTON WAY & MORSE CROSS,27,0.2,6517
0.3,WEEKDAY,40.017214,-83.156926,0,0,21,HILLIARD ROME RD & TINAP,1,0.0,6521
1.2,WEEKDAY,40.017214,-83.156914,1,0,71,HILLIARD ROME RD & TINAP,1,0.1,6521
4.1,WEEKDAY,39.982033,-82.821117,1,6,10,E BROAD ST & BROAD POINT,7,0.1,6525
8.7,WEEKDAY,39.982334,-82.817121,21,2,10,E BROAD ST & BLACKLICK X,23,0.2,6528
4.0,WEEKDAY,40.014996,-82.995858,4,5,31,E HUDSON ST & SILVER DR,9,0.1,6496
5.4,WEEKDAY,40.014896,-82.996292,6,5,31,E HUDSON ST & SILVER DR,11,0.1,6497
0.9,WEEKDAY,39.98386,-82.989411,2,1,6,CLEVELAND AVE & E 3RD AV,3,0.0,6508
0.0,WEEKDAY,39.983813,-82.989414,0,0,101,CLEVELAND AVE & E 3RD AV,0,0.0,6508
0.8,WEEKDAY,40.114372,-83.006654,2,0,41,7330 HUNTINGTON PARK DR,3,0.1,6509
8.5,WEEKDAY,40.055396,-82.866783,17,3,24,MORSE RD & STONERIDGE DR,20,0.2,6705
34.5,WEEKDAY,40.059543,-82.951239,54,14,34,2560 MORSE RD,67,0.5,6647
1.9,WEEKDAY,40.059351,-82.947583,3,2,34,2700 MORSE RD,6,0.0,6648
6.6,WEEKDAY,40.073042,-83.020489,6,3,33,BROAD MEADOWS BLVD & N H,9,0.2,6651
6.6,WEEKDAY,40.074079,-83.024421,7,3,33,200 BROAD MEADOWS BLVD,10,0.2,6652
19.2,WEEKDAY,40.073798,-83.02771,20,24,33,HIGHFIELD DR & BROAD MEA,44,0.5,6653
4.7,WEEKDAY,40.072969,-83.020338,6,1,33,BROAD MEADOWS BLVD & N H,7,0.1,6655
9.5,WEEKDAY,39.957605,-82.945817,10,6,11,HOLTZMAN AVE & E MAIN ST,16,0.5,6656
2.4,WEEKDAY,39.999485,-83.02235,0,4,151,CANNON DR & JOHN H HERRI,5,0.2,6659
0.6,WEEKDAY,39.972681,-83.009857,1,0,8,NEIL AVE & SPRUCE ST,1,0.0,6660
4.5,WEEKDAY,40.110867,-82.946138,1,7,101,W SCHROCK RD & LAUFFER R,8,0.1,6562
0.4,WEEKDAY,40.017038,-83.157007,1,0,21,HILLIARD ROME RD & TINAP,1,0.0,6565
0.2,WEEKDAY,40.017031,-83.156999,0,0,71,HILLIARD ROME RD & TINAP,0,0.0,6565
2.1,WEEKDAY,40.089359,-83.131953,0,3,73,PAUL BLAZER PKWY & ASHLA,3,0.7,6569
0.2,WEEKDAY,40.08849,-83.12606,0,0,73,5050 BLAZER PKWY,0,0.1,6570
1.0,WEEKDAY,39.979046,-82.96774,3,0,11,LEONARD AVE & N CHAMPION,3,0.1,6575
1.1,WEEKDAY,39.979073,-82.967715,0,2,11,LEONARD AVE & N CHAMPION,2,0.1,6576
13.2,WEEKDAY,40.06601,-83.092959,17,2,1,SAWMILL RD & BETHEL RD,19,0.3,6580
1.7,WEEKDAY,40.065923,-83.093258,3,1,21,SAWMILL RD & BETHEL RD,3,0.1,6580
0.7,WEEKDAY,40.065887,-83.0932,0,1,72,SAWMILL RD & BETHEL RD,1,0.1,6580
14.6,WEEKDAY,40.05941,-82.91041,1,19,31,STELZER RD AT SAMS CLUB,20,0.4,6701
7.6,WEEKDAY,40.059392,-82.910402,1,9,32,STELZER RD AT SAMS CLUB,10,0.2,6701
25.8,WEEKDAY,40.059351,-82.910393,3,41,34,STELZER RD AT SAMS CLUB,43,0.4,6701
6.2,WEEKDAY,40.059426,-82.910459,1,11,35,STELZER RD AT SAMS CLUB,11,0.3,6701
0.1,WEEKDAY,40.059288,-82.910369,0,0,44,STELZER RD AT SAMS CLUB,0,0.1,6701
22.1,WEEKDAY,40.060652,-83.000914,37,8,4,INDIANOLA AVE & E JEFFRE,45,0.4,1460
3.1,WEEKDAY,39.942611,-83.111924,1,1,21,GEORGESVILLE RD & INDUST,2,0.2,5596
1.3,WEEKDAY,39.94038,-83.112316,1,2,21,GEORGESVILLE RD & SULLIV,3,0.1,5597
0.0,WEEKDAY,40.111606,-83.065838,0,0,74,SMOKY ROW RD & BILLINGSL,0,0.0,5600
0.1,WEEKDAY,40.112145,-83.065934,0,0,74,SMOKY ROW RD & WATERTOWE,0,0.0,5601
6.1,WEEKDAY,39.984367,-82.979894,6,11,9,SAINT CLAIR AVE & GIBBAR,18,0.2,5453
1.7,WEEKDAY,39.986088,-82.966783,2,3,11,JOYCE AVE & E 5TH AVE,5,0.1,5455
1.3,WEEKDAY,39.986489,-82.966799,2,1,11,JOYCE AVE & 5TH AVE,2,0.1,5456
1.8,WEEKDAY,39.942273,-83.103284,1,1,6,SULLIVANT AVE & EXCHANGE,3,0.1,5461
4.9,WEEKDAY,39.927399,-83.117212,2,7,9,GEORGESVILLE & PARKWICK,10,0.2,5462
2.6,WEEKDAY,40.064113,-83.070429,1,6,1,BETHEL RD & OLGATE LN,7,0.1,5608
0.9,WEEKDAY,40.0641,-83.070376,0,2,72,BETHEL RD & OLGATE LN,2,0.1,5608
19.1,WEEKDAY,39.935306,-82.983608,18,18,8,PARSONS AVE & FREBIS AVE,36,0.6,2825
8.1,WEEKDAY,39.937344,-82.983448,2,13,4,PARSONS AVE & E GATES ST,15,0.2,2826
20.1,WEEKDAY,40.060887,-83.019524,57,1,2,N HIGH ST & E ROYAL FORE,59,0.3,6372
2.4,WEEKDAY,39.979646,-82.836399,1,6,25,MCNAUGHTEN RD & E BROAD,8,0.2,7816
4.0,WEEKDAY,40.027278,-82.933731,1,4,9,SUNBURY RD & AGLER RD,5,0.1,7817
3.5,WEEKDAY,39.939822,-83.143166,4,5,9,NORTON RD & FLORAL CIR S,9,0.1,7850
2.3,WEEKDAY,39.943169,-83.141979,3,1,9,NORTON RD & SULLIVANT AV,4,0.1,7851
3.1,WEEKDAY,39.943826,-83.141962,1,3,9,NORTON RD & SULLIVANT AV,4,0.1,7852
0.3,WEEKDAY,39.946148,-83.141091,1,0,9,NORTON RD & OWEN ST,1,0.0,7853
0.2,WEEKDAY,39.946171,-83.141257,0,0,9,NORTON RD & OWEN ST,0,0.0,7854
4.1,WEEKDAY,39.915751,-83.143664,2,8,9,GEORGESVILLE RD & NORTON,10,0.2,7830
2.4,WEEKDAY,39.939566,-83.119062,1,5,21,SULLIVANT AVE & INDUSTRI,6,0.2,7831
1.9,WEEKDAY,40.012279,-82.956342,2,2,31,PARKWOOD AVE & MOCK RD,4,0.1,7832
4.3,WEEKDAY,40.012058,-82.955942,2,5,31,MOCK RD & PARKWOOD AVE,7,0.1,7833
6.9,WEEKDAY,39.91513,-83.143747,6,3,9,GEORGESVILLE RD & NORTON,10,0.2,7834
2.0,WEEKDAY,39.949768,-83.140004,6,0,9,NORTON RD & PALMETTO ST,6,0.1,7855
2.1,WEEKDAY,39.990874,-83.022641,1,3,31,KING AVE & OLENTANGY TRA,4,0.1,7859
2.1,WEEKDAY,39.97851,-82.968169,2,3,22,N CHAMPION AVE & LEONARD,5,0.1,7866
2.6,WEEKDAY,40.086818,-82.965037,11,1,35,STATE RTE 161 AND BEECHC,12,0.1,7869
0.1,WEEKDAY,40.086806,-82.965057,0,0,43,STATE RTE 161 AND BEECHC,0,0.0,7869
2.5,WEEKDAY,40.086216,-82.956786,4,1,35,STATE RTE 161 AND SPRING,6,0.1,7870
5.1,WEEKDAY,39.924982,-83.144116,1,2,9,NORTON RD & BAYTREE DR,3,0.2,7840
1.7,WEEKDAY,39.928667,-83.144138,2,1,9,NORTON RD & LINDBERGH BL,3,0.1,7841
0.6,WEEKDAY,39.928565,-83.144213,1,1,9,NORTON RD & LINDBERGH BL,2,0.0,7842
5.5,WEEKDAY,39.930642,-83.144372,4,3,9,NORTON RD & HALL RD,7,0.2,7843
7.8,WEEKDAY,39.930634,-83.144557,5,4,9,NORTON RD & HALL RD,9,0.3,7844
0.1,WEEKDAY,40.147615,-82.928519,0,1,102,POLARIS PKWY & POLARIS W,1,0.0,7893
3.2,WEEKDAY,40.147385,-82.924837,1,4,102,POLARIS PKWY & N STATE S,5,0.1,7894
8.9,WEEKDAY,40.147821,-82.923503,10,1,102,N STATE ST & POLARIS PKW,11,0.2,7895
6.1,WEEKDAY,39.973953,-82.955946,13,4,7,GREENWAY AVE & CENTAB DR,17,0.1,7896
2.0,WEEKDAY,40.020874,-82.924503,3,2,7,3158 AGLER RD,5,0.1,7898
1.1,WEEKDAY,39.933699,-83.144596,1,1,9,NORTON RD & WESTBURY DR,3,0.0,7845
0.7,WEEKDAY,39.933285,-83.144889,1,0,9,NORTON RD & CHESTERVIEW,1,0.0,7846
1.9,WEEKDAY,39.936745,-83.143905,4,1,9,NORTON RD & WESLIEGH RUN,5,0.1,7847
3.4,WEEKDAY,39.936205,-83.144248,2,5,9,NORTON RD & CLAIRBROOK A,7,0.1,7848
4.0,WEEKDAY,39.939788,-83.142992,4,3,9,NORTON RD & BRANDENBERRY,7,0.1,7849
846.6,WEEKDAY,39.975114,-83.02773,28,23,22,BOBCAT AVE & BURR AVE,50,11.8,7876
653.9,WEEKDAY,39.975083,-83.028008,30,30,31,BOBCAT AVE & BURR AVE,61,9.2,7876
0.5,WEEKDAY,40.020585,-83.061567,0,1,13,TREMONT RD & LANGHAM RD,1,0.2,7877
0.8,WEEKDAY,40.017495,-83.064281,0,2,13,TREMONT RD & INCHCLIFF R,2,0.3,7878
0.3,WEEKDAY,40.012175,-83.068898,0,0,13,TREMONT RD & NORTHAM RD,1,0.1,7879
0.2,WEEKDAY,39.949095,-83.140361,0,1,9,NORTON RD & PALMETTO ST,1,0.0,7856
2.5,WEEKDAY,39.950793,-83.139949,0,5,9,NORTON RD & GREEN ST,5,0.1,7857
2.3,WEEKDAY,39.990819,-83.022959,5,0,22,KING AVE & OLENTANGY TRA,5,0.1,7858
1.0,WEEKDAY,39.990833,-83.022907,2,0,31,KING AVE & OLENTANGY TRA,2,0.0,7858
3.6,WEEKDAY,39.990847,-83.022916,0,4,22,KING AVE & OLENTANGY TRA,5,0.1,7859
0.0,WEEKDAY,40.08617,-82.956762,0,0,43,STATE RTE 161 AND SPRING,0,0.0,7870
2.0,WEEKDAY,40.085079,-82.951853,2,3,35,STATE RTE 161 AND CLEVEL,6,0.1,7872
1.1,WEEKDAY,40.084591,-82.951775,2,1,43,STATE RTE 161 AND CLEVEL,2,0.4,7872
5.3,WEEKDAY,39.98079,-83.029083,9,1,3,BOBCAT AVE & 1ST AVE,10,0.1,7873
4.6,WEEKDAY,39.980768,-83.029082,0,6,22,BOBCAT AVE & 1ST AVE,6,0.1,7873
1.8,WEEKDAY,40.055086,-82.909761,5,0,7,STELZER RD & WORTH AVE,5,0.1,7901
0.9,WEEKDAY,40.055059,-82.909747,2,0,9,STELZER RD & WORTH AVE,2,0.0,7901
4.6,WEEKDAY,40.055057,-82.909783,12,1,23,STELZER RD & WORTH AVE,13,0.1,7901
3.0,WEEKDAY,40.055062,-82.909756,7,1,31,STELZER RD & WORTH AVE,7,0.1,7901
0.8,WEEKDAY,40.054353,-82.909676,0,3,31,STELZER RD & WORTH AVE,3,0.0,7902
0.5,WEEKDAY,40.054361,-82.909651,0,1,32,STELZER RD & WORTH AVE,1,0.0,7902
1.2,WEEKDAY,40.05436,-82.909704,0,4,34,STELZER RD & WORTH AVE,4,0.0,7902
5.1,WEEKDAY,40.058175,-82.910285,8,1,7,STELZER RD & MORSE RD,9,0.2,7903
3.1,WEEKDAY,40.058129,-82.910281,5,1,9,STELZER RD & MORSE RD,6,0.1,7903
4.7,WEEKDAY,39.98065,-83.029105,1,8,3,BOBCAT AVE & 1ST AVE,9,0.1,7874
117.0,WEEKDAY,39.980643,-83.02951,23,15,22,BOBCAT AVE & 1ST AVE,38,3.2,7874
2.3,WEEKDAY,39.976707,-83.027649,7,0,3,BOBCAT AVE & BURR AVE,7,0.1,7875
3.2,WEEKDAY,39.977082,-83.027967,0,2,22,BOBCAT AVE & BURR AVE,3,0.1,7875
7.3,WEEKDAY,39.97506,-83.027591,2,9,3,BOBCAT AVE & BURR AVE,11,0.2,7876
18.3,WEEKDAY,39.852479,-82.937276,2,47,22,TOY RD & ALUM CREEK DR,49,0.5,7887
8.3,WEEKDAY,39.852382,-82.937264,46,2,22,TOY RD & ALUM CREEK DR,48,0.2,7888
4.6,WEEKDAY,39.841711,-82.924677,18,2,22,PORT RD & ROHR RD,20,0.1,7889
1.1,WEEKDAY,39.841678,-82.924365,4,0,24,PORT RD & ROHR RD,4,0.2,7889
0.9,WEEKDAY,40.147393,-82.928875,2,0,102,POLARIS PKWY & POLARIS W,2,0.0,7892
1.2,WEEKDAY,40.013364,-83.067897,1,4,13,2100 TREMONT CENTER,4,0.4,7880
731.3,WEEKDAY,40.15046,-82.924004,49,49,102,MEIJERS & POLARIS WOODS,98,10.4,7882
6.6,WEEKDAY,39.851728,-82.930182,41,1,22,GATEWAY CT & TOY RD,42,0.2,7884
4.5,WEEKDAY,39.852081,-82.931147,1,17,22,TOY RD & WESTPOINT PKWY,19,0.1,7885
4.6,WEEKDAY,39.846138,-82.929087,17,1,22,AMAZON DR,18,0.1,7886
15.3,WEEKDAY,40.058142,-82.910308,14,2,34,STELZER RD & MORSE RD,16,0.2,7903
4.0,WEEKDAY,40.058363,-82.910425,6,1,35,STELZER RD & MORSE RD,7,0.2,7903
0.0,WEEKDAY,40.058179,-82.910045,1,0,44,STELZER RD & MORSE RD,1,0.0,7903
1.6,WEEKDAY,40.05706,-82.910466,0,1,7,STELZER RD & MORSE RD,1,0.0,7904
0.7,WEEKDAY,40.057046,-82.91045,0,1,9,STELZER RD & MORSE RD,1,0.0,7904
1.1,WEEKDAY,40.121034,-83.083267,1,0,33,SUMMER DR & SUTTER PKWY,1,0.1,7908
1.3,WEEKDAY,40.120862,-83.08551,0,0,33,SUMMER DR & SAWMILL COMM,0,0.1,7909
510.4,WEEKDAY,40.12142,-83.088641,16,15,33,2555 SUMMER DR,31,14.2,7910
256.5,WEEKDAY,39.931148,-82.943371,15,28,11,1755 ALUM CREEK DR,43,6.7,7911
14.3,WEEKDAY,40.082667,-82.95157,21,14,35,NORTHLAND PLAZA DR & CLE,35,0.7,7913
3.4,WEEKDAY,40.057062,-82.910426,0,3,23,STELZER RD & MORSE RD,4,0.1,7904
6.9,WEEKDAY,39.925132,-83.14407,2,2,9,NORTON RD & APPLEBY DR,4,0.2,7839
2.7,WEEKDAY,40.08681,-82.969033,2,7,35,STATE RTE 161 AND TAMARA,9,0.1,7811
0.1,WEEKDAY,40.086826,-82.969111,0,0,43,STATE RTE 161 AND TAMARA,0,0.0,7811
0.7,WEEKDAY,39.931846,-83.110672,0,1,9,CLIME RD & BIG RUN PARK,1,0.0,7812
0.6,WEEKDAY,40.034368,-82.932535,1,0,9,SUNBURY RD & MCCUTCHEON,2,0.0,7813
0.6,WEEKDAY,40.034396,-82.932513,1,0,31,SUNBURY RD & MCCUTCHEON,2,0.0,7813
0.8,WEEKDAY,40.083215,-82.948274,2,0,35,NORTHLAND PLAZA DR & S S,2,0.0,7814
2.6,WEEKDAY,40.027196,-82.933602,5,1,9,SUNBURY RD & N CASSADY,6,0.1,7815
8.0,WEEKDAY,40.027069,-82.93336,9,6,31,SUNBURY RD & N CASSADY,15,0.2,7815
0.7,WEEKDAY,39.9504,-82.829067,1,0,25,BRICE RD & RYGATE DR,1,0.0,5163
4.0,WEEKDAY,39.953119,-82.828867,4,1,25,BRICE RD & MAIN ST,5,0.3,5164
2.7,WEEKDAY,39.953318,-82.828937,1,5,25,1324 BRICE RD,6,0.2,5182
0.4,WEEKDAY,39.949839,-82.829226,0,0,25,BRICE RD & RYGATE DR,0,0.0,5183
1.1,WEEKDAY,39.946323,-82.829556,1,1,25,BRICE RD & ROSELAWN AVE,3,0.1,5185
17.5,WEEKDAY,39.939379,-82.983386,21,6,4,PARSONS AVE & THURMAN AV,28,0.4,5209
9.9,WEEKDAY,39.939381,-82.983389,9,7,8,PARSONS AVE & THURMAN AV,16,0.3,5209
7.2,WEEKDAY,39.923868,-82.883257,17,4,23,MACSWAY AVE & KIMBERLY P,21,0.1,5212
45.0,WEEKDAY,40.067867,-83.091513,35,11,1,RESLER DR & SAWMILL RD,46,1.1,5216
6.0,WEEKDAY,40.067836,-83.091548,12,1,21,RESLER DR & SAWMILL RD,14,0.4,5216
2.6,WEEKDAY,39.938079,-82.83035,5,4,25,BRICE RD & CHANNINGWAY B,9,0.2,5056
3.0,WEEKDAY,39.937948,-82.83017,0,4,51,BRICE RD & CHANNINGWAY B,4,0.2,5056
11.7,WEEKDAY,39.929031,-82.834357,5,19,25,SCARBOROUGH BLVD & ALSHI,25,0.4,5064
4.6,WEEKDAY,39.938778,-82.830127,7,5,25,BRICE RD & EASTGREEN BLV,11,0.3,5068
4.3,WEEKDAY,40.019129,-83.062261,5,1,3,ZOLLINGER RD & TREMONT R,6,0.1,5070
0.9,WEEKDAY,40.060116,-83.051019,2,0,72,GODOWN RD & CHEVIOT DR,2,0.1,4911
1.3,WEEKDAY,39.942948,-83.087867,2,2,6,SULLIVANT AVE & DEXTER A,4,0.0,2720
2.7,WEEKDAY,39.943165,-83.083525,1,4,6,SULLIVANT AVE & S BRINKE,5,0.1,2722
12.3,WEEKDAY,39.943415,-83.078365,6,15,6,SULLIVANT AVE & BINNS BL,21,0.4,2724
2.5,WEEKDAY,39.943558,-83.075398,1,3,6,SULLIVANT AVE & CHESTERS,4,0.1,2725
27.0,WEEKDAY,39.959059,-83.027255,57,26,10,W BROAD ST & RODGERS AVE,83,0.3,2626
19.7,WEEKDAY,39.958522,-83.031719,43,20,10,W BROAD ST & N YALE AVE,62,0.2,2628
23.5,WEEKDAY,39.958248,-83.034011,48,27,10,W BROAD ST & CHICAGO AVE,76,0.3,2629
37.6,WEEKDAY,39.957718,-83.038454,66,38,10,W BROAD ST & N CENTRAL A,104,0.5,2631
29.4,WEEKDAY,39.957365,-83.041405,52,38,10,W BROAD ST & STEVENS AVE,90,0.4,2632
649.3,WEEKDAY,39.943146,-82.955338,59,49,5,E WHITTIER ST & SEYMOUR,108,11.2,2765
4.7,WEEKDAY,39.943136,-82.958828,2,11,5,E WHITTIER ST & LILLEY A,12,0.1,2767
7.9,WEEKDAY,39.943201,-82.961046,3,13,5,E WHITTIER ST & ELLSWORT,16,0.1,2768
13.8,WEEKDAY,39.943273,-82.963417,2,12,5,E WHITTIER ST & LOCKBOUR,15,0.2,2769
13.3,WEEKDAY,39.943355,-82.96608,4,25,5,E WHITTIER ST & LINWOOD,29,0.2,2770
8.6,WEEKDAY,39.943517,-82.969526,5,17,5,E WHITTIER ST & OAKWOOD,22,0.1,2771
23.5,WEEKDAY,39.943632,-82.971724,7,44,5,E WHITTIER ST & S OHIO A,52,0.4,2773
6.7,WEEKDAY,39.943754,-82.974255,3,12,5,E WHITTIER ST & GILBERT,15,0.1,2774
10.6,WEEKDAY,39.94391,-82.977239,5,22,5,E WHITTIER ST & HEYL AVE,27,0.2,2775
6.0,WEEKDAY,39.944009,-82.979172,2,10,5,E WHITTIER ST & S 17TH S,12,0.1,2776
35.2,WEEKDAY,39.955151,-83.068802,17,53,10,W BROAD ST & S BURGESS A,70,0.4,2658
37.9,WEEKDAY,39.95537,-83.06411,34,57,10,W BROAD ST & S WAYNE AVE,90,0.4,2660
33.2,WEEKDAY,39.955534,-83.060661,19,56,10,W BROAD ST & S HIGHLAND,75,0.4,2662
26.4,WEEKDAY,39.955701,-83.056999,18,44,10,W BROAD ST & WHITETHORNE,63,0.3,2663
27.1,WEEKDAY,39.955905,-83.053118,16,49,10,W BROAD ST & LECHNER AVE,65,0.3,2664
10.6,WEEKDAY,39.94747,-83.052279,4,19,6,SULLIVANT AVE & HILLTONI,23,0.3,2734
6.5,WEEKDAY,39.947915,-83.049926,4,9,6,SULLIVANT AVE & COLUMBIA,12,0.2,2735
6.6,WEEKDAY,39.948435,-83.047167,5,9,6,SULLIVANT AVE & LARCOMB,14,0.2,2736
5.2,WEEKDAY,39.949006,-83.044109,3,8,6,SULLIVANT AVE & HELEN ST,11,0.1,2737
5.3,WEEKDAY,39.949448,-83.041778,3,8,6,SULLIVANT AVE & RYAN AVE,11,0.2,2738
14.8,WEEKDAY,39.94439,-82.983014,17,18,4,PARSONS AVE & E WHITTIER,36,0.3,2787
16.4,WEEKDAY,39.944381,-82.983017,13,26,8,PARSONS AVE & E WHITTIER,39,0.5,2787
4.1,WEEKDAY,39.942308,-82.983169,7,3,4,PARSONS AVE & ZIMPFER ST,11,0.1,2788
5.2,WEEKDAY,39.942342,-82.983166,4,4,8,PARSONS AVE & ZIMPFER ST,8,0.2,2788
5.9,WEEKDAY,39.936964,-82.983573,14,4,4,PARSONS AVE & E GATES ST,18,0.1,2790
3.7,WEEKDAY,39.936958,-82.983583,7,3,8,PARSONS AVE & E GATES ST,10,0.1,2790
16.9,WEEKDAY,39.935214,-82.983729,19,23,8,PARSONS AVE & FREBIS AVE,42,0.5,2791
7.8,WEEKDAY,39.933563,-82.983849,8,9,8,PARSONS AVE & SHELDON AV,18,0.2,2792
7.1,WEEKDAY,39.931682,-82.983979,12,4,8,PARSONS AVE & SOUTHWOOD,16,0.2,2793
8.3,WEEKDAY,39.929687,-82.984122,18,5,8,PARSONS AVE & E WELCH AV,23,0.3,2794
9.1,WEEKDAY,39.943392,-82.967984,26,4,5,E WHITTIER ST & WILSON A,29,0.1,2760
9.1,WEEKDAY,39.943264,-82.965243,20,2,5,E WHITTIER ST & STUDER A,22,0.1,2761
3.4,WEEKDAY,39.943186,-82.96253,9,3,5,E WHITTIER ST & MILLER A,12,0.1,2762
5.3,WEEKDAY,39.943123,-82.960311,12,3,5,E WHITTIER ST & KELTON A,14,0.1,2763
4.4,WEEKDAY,39.94308,-82.957913,8,1,5,E WHITTIER ST & BERKELEY,10,0.1,2764
2.2,WEEKDAY,39.897343,-82.98648,1,3,8,PARSONS AVE & HILOCK AVE,5,0.1,2812
1.9,WEEKDAY,39.90278,-82.986067,1,3,8,PARSONS AVE & ZIEGLER AV,4,0.1,2814
1.6,WEEKDAY,39.906078,-82.98581,1,2,8,PARSONS AVE & E ALCOTT R,2,0.0,2815
1.6,WEEKDAY,39.90895,-82.985587,1,1,8,PARSONS AVE & CORR RD,1,0.0,2816
2.8,WEEKDAY,39.912218,-82.985324,1,3,8,PARSONS AVE & DERING AVE,4,0.1,2817
38.9,WEEKDAY,39.944212,-82.982736,47,30,5,E WHITTIER ST & PARSONS,78,0.6,2777
4.7,WEEKDAY,39.944366,-82.985969,1,8,5,E WHITTIER ST & BEECH ST,10,0.1,2778
6.4,WEEKDAY,39.944491,-82.988403,5,7,5,E WHITTIER ST & EBNER ST,12,0.1,2779
4.9,WEEKDAY,39.944524,-82.991151,2,8,5,E WHITTIER ST & S 5TH ST,10,0.1,2780
4.1,WEEKDAY,39.944237,-82.994178,2,4,5,E WHITTIER ST & S 3RD ST,7,0.1,2782
9.1,WEEKDAY,39.923533,-82.984463,5,11,8,PARSONS AVE & MARION RD,16,0.3,2819
16.8,WEEKDAY,39.926024,-82.984279,6,30,8,PARSONS AVE & E INNIS AV,36,0.5,2820
9.5,WEEKDAY,39.92963,-82.984015,4,26,8,PARSONS AVE & E MORRILL,30,0.3,2822
10.7,WEEKDAY,39.931087,-82.983921,4,15,8,PARSONS AVE & E MARKISON,20,0.3,2823
8.9,WEEKDAY,39.933533,-82.983744,7,9,8,PARSONS AVE & E JENKINS,16,0.3,2824
